text,label,cleaned_text
WARNING: Don't drink water from tap water - government is hiding the truth!,1,warning: don't drink water from tap water - government is hiding the truth!
The weather in Chicago is beautiful today. Going for a walk!,0,the weather in chicago is beautiful today. going for a walk!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
EXCLUSIVE: Clinton caught in scandal with alien. Share before it's deleted!,1,exclusive: clinton caught in scandal with alien. share before it's deleted!
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
The weather in Chicago is beautiful today. Going for a walk!,0,the weather in chicago is beautiful today. going for a walk!
Happy birthday to my mom! Love you lots!,0,happy birthday to my mom! love you lots!
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
BREAKING NEWS: Jennifer Lopez reveals shocking secret about the government!,1,breaking news: jennifer lopez reveals shocking secret about the government!
Just adopted a new fish! Any advice for a first-time owner?,0,just adopted a new fish! any advice for a first-time owner?
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
ATTENTION EVERYONE: Facebook is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: facebook is giving away free money! just click: bit.ly/2xscam
BREAKING NEWS: Tom Cruise reveals shocking secret about illuminati!,1,breaking news: tom cruise reveals shocking secret about illuminati!
EXCLUSIVE: Bush caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: bush caught in scandal with russian spy. share before it's deleted!
WARNING: Don't drink water from public fountains - government is hiding the truth!,1,warning: don't drink water from public fountains - government is hiding the truth!
"FREE PlayStation 5 giveaway! Like, share, and follow to win!",1,"free playstation 5 giveaway! like, share, and follow to win!"
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
The weather in Austin is beautiful today. Going for a walk!,0,the weather in austin is beautiful today. going for a walk!
Just adopted a new parrot! Any advice for a first-time owner?,0,just adopted a new parrot! any advice for a first-time owner?
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
Can't believe it's already March. This year is flying by!,0,can't believe it's already march. this year is flying by!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Happy birthday to my dad! Love you lots!,0,happy birthday to my dad! love you lots!
Just adopted a new fish! Any advice for a first-time owner?,0,just adopted a new fish! any advice for a first-time owner?
Can't believe it's already January. This year is flying by!,0,can't believe it's already january. this year is flying by!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
WARNING: Don't drink water from tap water - government is hiding the truth!,1,warning: don't drink water from tap water - government is hiding the truth!
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Made lasagna for dinner tonight. It turned out pretty good!,0,made lasagna for dinner tonight. it turned out pretty good!
ATTENTION EVERYONE: PayPal is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: paypal is giving away free money! just click: tinyurl.com/fakeoffer
I'm giving away 100 free Xbox Series X to the first 100 people who retweet this!,1,i'm giving away 100 free xbox series x to the first 100 people who retweet this!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
ATTENTION EVERYONE: PayPal is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: paypal is giving away free money! just click: shorturl.at/scamnow
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
EXCLUSIVE: Sanders caught in scandal with aide. Share before it's deleted!,1,exclusive: sanders caught in scandal with aide. share before it's deleted!
ATTENTION EVERYONE: Facebook is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: facebook is giving away free money! just click: shorturl.at/scamnow
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just adopted a new parrot! Any advice for a first-time owner?,0,just adopted a new parrot! any advice for a first-time owner?
Can't believe it's already March. This year is flying by!,0,can't believe it's already march. this year is flying by!
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
The weather in New York is beautiful today. Going for a walk!,0,the weather in new york is beautiful today. going for a walk!
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
Happy birthday to my dad! Love you lots!,0,happy birthday to my dad! love you lots!
BREAKING NEWS: Beyoncé reveals shocking secret about illuminati!,1,breaking news: beyoncé reveals shocking secret about illuminati!
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: shorturl.at/scamnow,1,secret sale: 90% off luxury rolex watches - limited time only! click now: shorturl.at/scamnow
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Can't believe it's already April. This year is flying by!,0,can't believe it's already april. this year is flying by!
ATTENTION EVERYONE: Amazon is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: amazon is giving away free money! just click: tinyurl.com/fakeoffer
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
EXCLUSIVE: Biden caught in scandal with FBI informant. Share before it's deleted!,1,exclusive: biden caught in scandal with fbi informant. share before it's deleted!
Spent the weekend hiking at Zion National Park. The views were incredible!,0,spent the weekend hiking at zion national park. the views were incredible!
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
"FREE Xbox Series X giveaway! Like, share, and follow to win!",1,"free xbox series x giveaway! like, share, and follow to win!"
ATTENTION EVERYONE: PayPal is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: paypal is giving away free money! just click: bit.ly/2xscam
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
Just watched Inception with friends. Highly recommend!,0,just watched inception with friends. highly recommend!
The weather in Austin is beautiful today. Going for a walk!,0,the weather in austin is beautiful today. going for a walk!
EXCLUSIVE: Sanders caught in scandal with intern. Share before it's deleted!,1,exclusive: sanders caught in scandal with intern. share before it's deleted!
Spent the weekend hiking at Yellowstone. The views were incredible!,0,spent the weekend hiking at yellowstone. the views were incredible!
EXCLUSIVE: Clinton caught in scandal with secret agent. Share before it's deleted!,1,exclusive: clinton caught in scandal with secret agent. share before it's deleted!
Excited to announce that I'm starting a new job at Facebook!,0,excited to announce that i'm starting a new job at facebook!
Can't believe it's already August. This year is flying by!,0,can't believe it's already august. this year is flying by!
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Excited to announce that I'm starting a new job at Microsoft!,0,excited to announce that i'm starting a new job at microsoft!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Spent the weekend hiking at Yellowstone. The views were incredible!,0,spent the weekend hiking at yellowstone. the views were incredible!
Happy birthday to my cousin! Love you lots!,0,happy birthday to my cousin! love you lots!
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Just watched The Avengers with friends. Highly recommend!,0,just watched the avengers with friends. highly recommend!
Just adopted a new dog! Any advice for a first-time owner?,0,just adopted a new dog! any advice for a first-time owner?
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
The weather in Seattle is beautiful today. Going for a walk!,0,the weather in seattle is beautiful today. going for a walk!
EXCLUSIVE: Clinton caught in scandal with FBI informant. Share before it's deleted!,1,exclusive: clinton caught in scandal with fbi informant. share before it's deleted!
The weather in Austin is beautiful today. Going for a walk!,0,the weather in austin is beautiful today. going for a walk!
ATTENTION EVERYONE: Google is giving away free money! Just click: tinyurl.com/fakeoffer,1,attention everyone: google is giving away free money! just click: tinyurl.com/fakeoffer
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
Happy birthday to my cousin! Love you lots!,0,happy birthday to my cousin! love you lots!
Just finished reading The Great Gatsby. What should I read next?,0,just finished reading the great gatsby. what should i read next?
Excited to announce that I'm starting a new job at PayPal!,0,excited to announce that i'm starting a new job at paypal!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
"FREE AirPods giveaway! Like, share, and follow to win!",1,"free airpods giveaway! like, share, and follow to win!"
BREAKING NEWS: Tom Cruise reveals shocking secret about illuminati!,1,breaking news: tom cruise reveals shocking secret about illuminati!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
Just watched Inception with friends. Highly recommend!,0,just watched inception with friends. highly recommend!
EXCLUSIVE: Biden caught in scandal with FBI informant. Share before it's deleted!,1,exclusive: biden caught in scandal with fbi informant. share before it's deleted!
BREAKING NEWS: Beyoncé reveals shocking secret about illuminati!,1,breaking news: beyoncé reveals shocking secret about illuminati!
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
Happy birthday to my grandma! Love you lots!,0,happy birthday to my grandma! love you lots!
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
EXCLUSIVE: Trump caught in scandal with FBI informant. Share before it's deleted!,1,exclusive: trump caught in scandal with fbi informant. share before it's deleted!
EXCLUSIVE: Bush caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: bush caught in scandal with russian spy. share before it's deleted!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: tinyurl.com/fakeoffer
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury rolex watches - limited time only! click now: tinyurl.com/fakeoffer
WARNING: Don't drink water from tap water - government is hiding the truth!,1,warning: don't drink water from tap water - government is hiding the truth!
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Happy birthday to my grandma! Love you lots!,0,happy birthday to my grandma! love you lots!
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
Can't believe it's already February. This year is flying by!,0,can't believe it's already february. this year is flying by!
Happy birthday to my brother! Love you lots!,0,happy birthday to my brother! love you lots!
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
BREAKING NEWS: Beyoncé reveals shocking secret about the government!,1,breaking news: beyoncé reveals shocking secret about the government!
The weather in Boston is beautiful today. Going for a walk!,0,the weather in boston is beautiful today. going for a walk!
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
Happy birthday to my best friend! Love you lots!,0,happy birthday to my best friend! love you lots!
"FREE MacBook giveaway! Like, share, and follow to win!",1,"free macbook giveaway! like, share, and follow to win!"
BREAKING NEWS: Beyoncé reveals shocking secret about Hollywood!,1,breaking news: beyoncé reveals shocking secret about hollywood!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
EXCLUSIVE: Obama caught in scandal with alien. Share before it's deleted!,1,exclusive: obama caught in scandal with alien. share before it's deleted!
Excited to announce that I'm starting a new job at Apple!,0,excited to announce that i'm starting a new job at apple!
Just adopted a new fish! Any advice for a first-time owner?,0,just adopted a new fish! any advice for a first-time owner?
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
Excited to announce that I'm starting a new job at Microsoft!,0,excited to announce that i'm starting a new job at microsoft!
Made tacos for dinner tonight. It turned out pretty good!,0,made tacos for dinner tonight. it turned out pretty good!
Excited to announce that I'm starting a new job at Microsoft!,0,excited to announce that i'm starting a new job at microsoft!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
WARNING: Don't drink water from bottled water - government is hiding the truth!,1,warning: don't drink water from bottled water - government is hiding the truth!
Just watched The Shawshank Redemption with friends. Highly recommend!,0,just watched the shawshank redemption with friends. highly recommend!
The weather in Los Angeles is beautiful today. Going for a walk!,0,the weather in los angeles is beautiful today. going for a walk!
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
I'm giving away 100 free MacBook to the first 100 people who retweet this!,1,i'm giving away 100 free macbook to the first 100 people who retweet this!
EXCLUSIVE: Clinton caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: clinton caught in scandal with russian spy. share before it's deleted!
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
Just adopted a new dog! Any advice for a first-time owner?,0,just adopted a new dog! any advice for a first-time owner?
I lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer,1,i lost 20 pounds in just 2 days with this miracle pill! tinyurl.com/fakeoffer
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
I lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xScam,1,i lost 20 pounds in just 2 days with this miracle pill! bit.ly/2xscam
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
ATTENTION EVERYONE: Apple is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: apple is giving away free money! just click: bit.ly/2xscam
Just adopted a new parrot! Any advice for a first-time owner?,0,just adopted a new parrot! any advice for a first-time owner?
BREAKING NEWS: Brad Pitt reveals shocking secret about illuminati!,1,breaking news: brad pitt reveals shocking secret about illuminati!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
Made lasagna for dinner tonight. It turned out pretty good!,0,made lasagna for dinner tonight. it turned out pretty good!
Just adopted a new dog! Any advice for a first-time owner?,0,just adopted a new dog! any advice for a first-time owner?
BREAKING NEWS: Tom Cruise reveals shocking secret about Hollywood!,1,breaking news: tom cruise reveals shocking secret about hollywood!
Made lasagna for dinner tonight. It turned out pretty good!,0,made lasagna for dinner tonight. it turned out pretty good!
"FREE PlayStation 5 giveaway! Like, share, and follow to win!",1,"free playstation 5 giveaway! like, share, and follow to win!"
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
"FREE AirPods giveaway! Like, share, and follow to win!",1,"free airpods giveaway! like, share, and follow to win!"
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: tinyurl.com/fakeoffer,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: tinyurl.com/fakeoffer
"FREE Xbox Series X giveaway! Like, share, and follow to win!",1,"free xbox series x giveaway! like, share, and follow to win!"
Made curry for dinner tonight. It turned out pretty good!,0,made curry for dinner tonight. it turned out pretty good!
BREAKING NEWS: Tom Cruise reveals shocking secret about the government!,1,breaking news: tom cruise reveals shocking secret about the government!
SECRET SALE: 90% OFF luxury Nike sneakers - Limited time only! Click now: shorturl.at/scamnow,1,secret sale: 90% off luxury nike sneakers - limited time only! click now: shorturl.at/scamnow
EXCLUSIVE: Biden caught in scandal with alien. Share before it's deleted!,1,exclusive: biden caught in scandal with alien. share before it's deleted!
Can't believe it's already July. This year is flying by!,0,can't believe it's already july. this year is flying by!
EXCLUSIVE: Trump caught in scandal with aide. Share before it's deleted!,1,exclusive: trump caught in scandal with aide. share before it's deleted!
Just watched The Shawshank Redemption with friends. Highly recommend!,0,just watched the shawshank redemption with friends. highly recommend!
Happy birthday to my cousin! Love you lots!,0,happy birthday to my cousin! love you lots!
I lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow,1,i lost 20 pounds in just 2 days with this miracle pill! shorturl.at/scamnow
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
ATTENTION EVERYONE: PayPal is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: paypal is giving away free money! just click: shorturl.at/scamnow
Excited to announce that I'm starting a new job at Amazon!,0,excited to announce that i'm starting a new job at amazon!
Happy birthday to my dad! Love you lots!,0,happy birthday to my dad! love you lots!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
BREAKING NEWS: Tom Cruise reveals shocking secret about secret health cure!,1,breaking news: tom cruise reveals shocking secret about secret health cure!
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
Made pasta for dinner tonight. It turned out pretty good!,0,made pasta for dinner tonight. it turned out pretty good!
Happy birthday to my brother! Love you lots!,0,happy birthday to my brother! love you lots!
"FREE iPhone giveaway! Like, share, and follow to win!",1,"free iphone giveaway! like, share, and follow to win!"
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
Feeling grateful for my amazing friends and family today.,0,feeling grateful for my amazing friends and family today.
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
WARNING: Don't drink water from bottled water - government is hiding the truth!,1,warning: don't drink water from bottled water - government is hiding the truth!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
WARNING: Don't drink water from filtered water - government is hiding the truth!,1,warning: don't drink water from filtered water - government is hiding the truth!
I'm giving away 100 free AirPods to the first 100 people who retweet this!,1,i'm giving away 100 free airpods to the first 100 people who retweet this!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
BREAKING NEWS: Brad Pitt reveals shocking secret about Hollywood!,1,breaking news: brad pitt reveals shocking secret about hollywood!
ATTENTION EVERYONE: Amazon is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: amazon is giving away free money! just click: bit.ly/2xscam
Just adopted a new hamster! Any advice for a first-time owner?,0,just adopted a new hamster! any advice for a first-time owner?
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
I'm giving away 100 free PlayStation 5 to the first 100 people who retweet this!,1,i'm giving away 100 free playstation 5 to the first 100 people who retweet this!
Can't believe it's already August. This year is flying by!,0,can't believe it's already august. this year is flying by!
Just watched The Dark Knight with friends. Highly recommend!,0,just watched the dark knight with friends. highly recommend!
Just finished reading To Kill a Mockingbird. What should I read next?,0,just finished reading to kill a mockingbird. what should i read next?
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
MAKE $$$$ FROM HOME!!! Click here: bit.ly/2xScam,1,make $$$$ from home!!! click here: bit.ly/2xscam
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
Can't believe it's already April. This year is flying by!,0,can't believe it's already april. this year is flying by!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
WARNING: Don't drink water from tap water - government is hiding the truth!,1,warning: don't drink water from tap water - government is hiding the truth!
Just watched The Avengers with friends. Highly recommend!,0,just watched the avengers with friends. highly recommend!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Just finished reading Pride and Prejudice. What should I read next?,0,just finished reading pride and prejudice. what should i read next?
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Made pizza for dinner tonight. It turned out pretty good!,0,made pizza for dinner tonight. it turned out pretty good!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just adopted a new cat! Any advice for a first-time owner?,0,just adopted a new cat! any advice for a first-time owner?
Just adopted a new fish! Any advice for a first-time owner?,0,just adopted a new fish! any advice for a first-time owner?
ATTENTION EVERYONE: Microsoft is giving away free money! Just click: bit.ly/2xScam,1,attention everyone: microsoft is giving away free money! just click: bit.ly/2xscam
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
I'm giving away 100 free iPhone to the first 100 people who retweet this!,1,i'm giving away 100 free iphone to the first 100 people who retweet this!
SECRET SALE: 90% OFF luxury Rolex watches - Limited time only! Click now: bit.ly/2xScam,1,secret sale: 90% off luxury rolex watches - limited time only! click now: bit.ly/2xscam
Can't believe it's already August. This year is flying by!,0,can't believe it's already august. this year is flying by!
MAKE $$$$ FROM HOME!!! Click here: tinyurl.com/fakeoffer,1,make $$$$ from home!!! click here: tinyurl.com/fakeoffer
ATTENTION EVERYONE: Google is giving away free money! Just click: shorturl.at/scamnow,1,attention everyone: google is giving away free money! just click: shorturl.at/scamnow
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just adopted a new guinea pig! Any advice for a first-time owner?,0,just adopted a new guinea pig! any advice for a first-time owner?
WARNING: Don't drink water from bottled water - government is hiding the truth!,1,warning: don't drink water from bottled water - government is hiding the truth!
Can't believe it's already April. This year is flying by!,0,can't believe it's already april. this year is flying by!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
Can't believe it's already January. This year is flying by!,0,can't believe it's already january. this year is flying by!
MAKE $$$$ FROM HOME!!! Click here: shorturl.at/scamnow,1,make $$$$ from home!!! click here: shorturl.at/scamnow
Made stir fry for dinner tonight. It turned out pretty good!,0,made stir fry for dinner tonight. it turned out pretty good!
Spent the weekend hiking at Grand Canyon. The views were incredible!,0,spent the weekend hiking at grand canyon. the views were incredible!
EXCLUSIVE: Clinton caught in scandal with Russian spy. Share before it's deleted!,1,exclusive: clinton caught in scandal with russian spy. share before it's deleted!
Made lasagna for dinner tonight. It turned out pretty good!,0,made lasagna for dinner tonight. it turned out pretty good!
Just finished reading 1984. What should I read next?,0,just finished reading 1984. what should i read next?
Happy birthday to my sister! Love you lots!,0,happy birthday to my sister! love you lots!
Can't believe it's already February. This year is flying by!,0,can't believe it's already february. this year is flying by!
Happy birthday to my mom! Love you lots!,0,happy birthday to my mom! love you lots!
I made $5000 in just one week using this amazing system! DM me for details!,1,i made $5000 in just one week using this amazing system! dm me for details!
Just watched Pulp Fiction with friends. Highly recommend!,0,just watched pulp fiction with friends. highly recommend!
Just watched The Avengers with friends. Highly recommend!,0,just watched the avengers with friends. highly recommend!
